"","X","Player","Span","Mat","Start","Sub","Pts","Tries","Conv","Pens","Drop","GfM","Won","Lost","Draw","X.","Team"
"15941",15941,"S Fale ","1955-1955",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Samoa"
"15942",15942,"S Faleafa ","1980-1980",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Tonga"
"15943",15943,"H Fallas ","1884-1884",1,1,0,"0G",0,0,0,0,0,1,0,0,100,"Eng"
"15944",15944,"L Fallola Garcia ","1935-1935",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Spain"
"15945",15945,"G Faltiba' ","1993-1993",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Italy"
"15946",15946,"M Fanga'uta ","1982-1982",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Tonga"
"15947",15947,"K Fangupo ","2009-2009",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Tonga"
"15948",15948,"AHN Fanning ","1913-1913",1,1,0,"3",1,0,0,0,0,0,1,0,0,"NZ"
"15949",15949,"G Fanton ","1979-1979",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Italy"
"15950",15950,"F Faotusa ","1990-1990",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Tonga"
"15951",15951,"A Faracco ","1967-1967",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Urug"
"15952",15952,"Faraudo ","1927-1927",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"15953",15953,"E Fargnoli ","1993-1993",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Zimb"
"15954",15954,"G Fargues ","1923-1923",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Fra"
"15955",15955,"EH Farmer ","1910-1910",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Aust"
"15956",15956,"CR Farquhar ","1920-1920",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Aust"
"15957",15957,"D Farrell ","1951-1951",1,1,0,"6",2,0,0,0,0,1,0,0,100,"Arg"
"15958",15958,"LM Farrish ","1924-1924",1,1,0,"6",2,0,0,0,0,1,0,0,100,"USA"
"15959",15959,"A Fata ","1986-1986",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Samoa"
"15960",15960,"JJ Fatialofa ","2009-2009",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Samoa"
"15961",15961,"Fatu ","1947-1947",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Samoa"
"15962",15962,"SLJ Faupula ","2010-2010",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Tonga"
"15963",15963,"JP Fauvel ","1980-1980",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"15964",15964,"TJ Fauvel ","1988-1988",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Wales"
"15965",15965,"P Favaretto ","1951-1951",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Italy"
"15966",15966,"J Fawls ","2012-2012",1,0,1,"0",0,0,0,0,0,0,1,0,0,"UAE"
"15967",15967,"WR Fea ","1921-1921",1,1,0,"0",0,0,0,0,0,0,0,1,50,"NZ"
"15968",15968,"N Feddis ","1956-1956",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Ire"
"15969",15969,"P Fedrigo ","1973-1973",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Italy"
"15970",15970,"F Feimanatufa ","1986-1986",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Samoa"
"15971",15971,"P Felisari ","1956-1956",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Arg"
"15972",15972,"M Fepuleai ","1957-1957",1,1,0,"0",0,0,0,0,0,0,0,1,50,"Samoa"
"15973",15973,"F Ferguson ","2008-2008",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Arab"
"15974",15974,"JH Ferguson ","1928-1928",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Scot"
"15975",15975,"A Fernandes ","1973-1973",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Port"
"15976",15976,"TMG Fernandes ","2017-2017",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Port"
"15977",15977,"F Fernandez ","2014-2014",1,0,1,"5",1,0,0,0,0,0,1,0,0,"Chile"
"15978",15978,"C Fernandez Caicoya ","1970-1970",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Spain"
"15979",15979,"D Fernandez Calleja ","1967-1967",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"15980",15980,"C Fernandez Mayoral ","1995-1995",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"15981",15981,"MF Fernando ","1974-1974",1,1,0,"0",0,0,0,0,0,0,1,0,0,"SL"
"15982",15982,"N Fernando ","2014-2014",1,0,1,"0",0,0,0,0,0,0,1,0,0,"SL"
"15983",15983,"AAT Ferrador ","2015-2015",1,1,0,"5",1,0,0,0,0,0,1,0,0,"Port"
"15984",15984,"L Ferrand ","1940-1940",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"15985",15985,"L Ferreras Valle ","1927-1927",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"15986",15986,"DSB Ferris ","2018-2018",1,0,1,"0",0,0,0,0,0,1,0,0,100,"USA"
"15987",15987,"PW Ferry ","1969-1969",1,1,0,"0",0,0,0,0,0,0,1,0,0,"HK"
"15988",15988,"Fetu'ulele ","1967-1967",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Tonga"
"15989",15989,"S Fifita ","2018-2018",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Tonga"
"15990",15990,"V Fifita ","1982-1982",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Tonga"
"15991",15991,"M Figuls Bosch ","1954-1954",1,1,0,"0",0,0,0,0,0,0,0,1,50,"Spain"
"15992",15992,"JA Fihelly ","1907-1907",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Aust"
"15993",15993,"L Filikitonga ","2016-2016",1,1,0,"0",0,0,0,0,0,1,0,0,100,"USA"
"15994",15994,"L Fililava ","1960-1960",1,1,0,"6",2,0,0,0,0,1,0,0,100,"Tonga"
"15995",15995,"FALPS Filipe ","2019-2019",1,0,1,"6",0,3,0,0,0,1,0,0,100,"Port"
"15996",15996,"Filivaa ","1928-1928",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Samoa"
"15997",15997,"SF Finau ","1997-1997",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Aust"
"15998",15998,"T Finau ","1967-1967",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Tonga"
"15999",15999,"RT Finch ","1880-1880",1,1,0,"0G",0,0,0,0,0,1,0,0,100,"Eng"
"16000",16000,"AB Finlay ","1875-1875",1,1,0,"0G",0,0,0,0,0,0,0,1,50,"Scot"
"16001",16001,"BEL Finlay ","1959-1959",1,1,0,"0",0,0,0,0,0,1,0,0,100,"NZ"
"16002",16002,"J Finlay ","1946-1946",1,1,0,"3",1,0,0,0,0,1,0,0,100,"NZ"
"16003",16003,"R Finlay ","1948-1948",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Scot"
"16004",16004,"FG Finley ","1904-1904",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Aust"
"16005",16005,"RGA Finn ","1977-1977",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Ire"
"16006",16006,"Fischer ","1937-1937",1,1,0,"3",1,0,0,0,0,0,1,0,0,"Germ"
"16007",16007,"E Fischer ","1931-1931",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Germ"
"16008",16008,"S Fischer ","2007-2007",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Germ"
"16009",16009,"J Fiser ","2003-2003",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Czech"
"16010",16010,"GW Fish ","1920-1920",1,1,0,"0",0,0,0,0,0,1,0,0,100,"USA"
"16011",16011,"D Fisher ","1893-1893",1,1,0,"0",0,0,0,0,0,0,0,1,50,"Scot"
"16012",16012,"P Fisi'iahi ","1992-1992",1,1,0,"5",1,0,0,0,0,0,1,0,0,"Tonga"
"16013",16013,"J Fitzgerald ","1884-1884",1,1,0,"0G",0,0,0,0,0,0,1,0,0,"Ire"
"16014",16014,"JT Fitzgerald ","1952-1952",1,1,0,"3",1,0,0,0,0,0,1,0,0,"NZ"
"16015",16015,"A Flagg ","2013-2013",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Can"
"16016",16016,"I Fleming ","1976-1976",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Can"
"16017",16017,"CJC Fletcher ","1921-1921",1,1,0,"0",0,0,0,0,0,0,0,1,50,"NZ"
"16018",16018,"T Fletcher ","1897-1897",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Eng"
"16019",16019,"R Flinsch ","1933-1933",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Germ"
"16020",16020,"A Floch Gil ","1930-1930",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16021",16021,"RS Flood ","1925-1925",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Ire"
"16022",16022,"L Floors ","2006-2006",1,1,0,"0",0,0,0,0,0,1,0,0,100,"SA"
"16023",16023,"MM Florescu ","1995-1995",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Rom"
"16024",16024,"F Flores Fraile ","1976-1976",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16025",16025,"J Fogarty ","2010-2010",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Ire"
"16026",16026,"T Fogarty ","1891-1891",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Ire"
"16027",16027,"J Fojtik ","2003-2003",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Czech"
"16028",16028,"B Fontana ","1960-1960",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Urug"
"16029",16029,"J Fontanella Castro ","1929-1929",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Spain"
"16030",16030,"T Fonua ","2007-2007",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Tonga"
"16031",16031,"HH Forbes ","1896-1896",1,1,0,"0",0,0,0,0,0,0,1,0,0,"SA"
"16032",16032,"RE Forbes ","1907-1907",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Ire"
"16033",16033,"BW Ford ","1957-1957",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Aust"
"16034",16034,"FJV Ford ","1939-1939",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Wales"
"16035",16035,"J Ford ","1893-1893",1,1,0,"0",0,0,0,0,0,0,0,1,50,"Scot"
"16036",16036,"JE Forestier ","1912-1912",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"16037",16037,"J Forns Pi ","1973-1973",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16038",16038,"JA Forster ","2004-2004",1,1,0,"5",1,0,0,0,0,0,1,0,0,"Wales"
"16039",16039,"B Forsyth ","2005-2005",1,1,0,"0",0,0,0,0,0,0,1,0,0,"HK"
"16040",16040,"W Forsyth ","1871-1871",1,1,0,"0G",0,0,0,0,0,1,0,0,100,"Scot"
"16041",16041,"D Fortuny ","2018-2018",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Arg"
"16042",16042,"S Fotu ","1947-1947",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Tonga"
"16043",16043,"BEFJ Fotualii-Taukpulu ","2017-2017",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Samoa"
"16044",16044,"TT Fourie ","1974-1974",1,1,0,"0",0,0,0,0,0,0,1,0,0,"SA"
"16045",16045,"F Fournet ","1950-1950",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"16046",16046,"IJ Fowler ","1919-1919",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Wales"
"16047",16047,"RH Fowler ","1877-1877",1,1,0,"0G",0,0,0,0,0,1,0,0,100,"Eng"
"16048",16048,"OG Fox ","1958-1958",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Aust"
"16049",16049,"TE Fraine ","1967-1967",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Can"
"16050",16050,"C France ","1903-1903",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Scot"
"16051",16051,"PW Francis ","1987-1987",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Wales"
"16052",16052,"T Francis ","2018-2018",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Spain"
"16053",16053,"JS Franco ","1974-1974",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Port"
"16054",16054,"SMMD Franco ","2012-2012",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Port"
"16055",16055,"JS Francomb ","1899-1899",1,1,0,"0",0,0,0,0,0,0,1,0,0,"GB"
"16056",16056,"T Francombe ","2019-2019",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Kenya"
"16057",16057,"A Franco Granado ","1959-1959",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16058",16058,"EC Fraser ","1875-1875",1,1,0,"0G",0,0,0,0,0,1,0,0,100,"Eng"
"16059",16059,"G Fraser ","1983-1983",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Can"
"16060",16060,"JW Fraser ","1881-1881",1,1,0,"0G",0,0,0,0,0,0,0,1,50,"Scot"
"16061",16061,"NCR Frazao ","1974-1974",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Port"
"16062",16062,"J Freire Ruiz ","1957-1957",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16063",16063,"S Fretton ","1947-1947",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Samoa"
"16064",16064,"JP Friebe ","1952-1952",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Scot"
"16065",16065,"M Frifanov ","2012-2012",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Kazak"
"16066",16066,"R Froment ","2004-2004",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Fra"
"16067",16067,"DC Froneman ","1977-1977",1,1,0,"0",0,0,0,0,0,1,0,0,100,"SA"
"16068",16068,"IL Froneman ","1933-1933",1,1,0,"0",0,0,0,0,0,1,0,0,100,"SA"
"16069",16069,"Fruean ","1932-1932",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Samoa"
"16070",16070,"MS Fuailefau ","2013-2013",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Can"
"16071",16071,"S Fuatai ","1972-1972",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Samoa"
"16072",16072,"C Fugigi ","1992-1992",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Rom"
"16073",16073,"K Fujii ","2000-2000",1,0,1,"0",0,0,0,0,0,0,1,0,0,"JPN"
"16074",16074,"M Fujii ","1930-1930",1,1,0,"0",0,0,0,0,0,0,0,1,50,"JPN"
"16075",16075,"S Fujita ","1967-1967",1,1,0,"0",0,0,0,0,0,0,1,0,0,"JPN"
"16076",16076,"K Fukumoro ","1990-1990",1,1,0,"5",0,1,1,0,0,0,1,0,0,"JPN"
"16077",16077,"S Fukuoka ","1990-1990",1,1,0,"0",0,0,0,0,0,0,1,0,0,"JPN"
"16078",16078,"S Fuli ","2004-2004",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Fiji"
"16079",16079,"M Fumei ","1984-1984",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Italy"
"16080",16080,"T Fumihara ","2000-2000",1,1,0,"0",0,0,0,0,0,0,1,0,0,"JPN"
"16081",16081,"R Furcade ","1952-1952",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Fra"
"16082",16082,"BDM Furlong ","1970-1970",1,1,0,"0",0,0,0,0,0,0,1,0,0,"NZ"
"16083",16083,"DC Furness ","1946-1946",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Aust"
"16084",16084,"N Fuster Conrado ","1951-1951",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16085",16085,"R Fuster Conrado ","1951-1951",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16086",16086,"P Fuste Quilez ","1929-1929",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16087",16087,"FC Futter ","1904-1904",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Aust"
"16088",16088,"E Fynn ","1958-1958",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Urug"
"16089",16089,"M Fyrbach ","2007-2007",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Czech"
"16090",16090,"J Gadea Sainz ","1970-1970",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Spain"
"16091",16091,"W Gaffikin ","1875-1875",1,1,0,"0G",0,0,0,0,0,0,1,0,0,"Ire"
"16092",16092,"P Gaffney ","2005-2005",1,0,1,"0",0,0,0,0,0,0,1,0,0,"HK"
"16093",16093,"E Galbraith ","1875-1875",1,1,0,"0G",0,0,0,0,0,0,1,0,0,"Ire"
"16094",16094,"HT Galbraith ","1890-1890",1,1,0,"0",0,0,0,0,0,0,0,1,50,"Ire"
"16095",16095,"M Gale ","1992-1992",1,1,0,"9",0,0,2,1,0,0,1,0,0,"USA"
"16096",16096,"IS Gallacher ","1970-1970",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Wales"
"16097",16097,"GH Gallie ","1939-1939",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Scot"
"16098",16098,"G Gallo ","2005-2005",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Urug"
"16099",16099,"T Galuvao ","1972-1972",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Samoa"
"16100",16100,"J Galy ","1953-1953",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"16101",16101,"F Gameiro ","1954-1954",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Port"
"16102",16102,"G Gaminara ","2011-2011",1,1,0,"5",1,0,0,0,0,0,1,0,0,"Urug"
"16103",16103,"JM Gancedo Guillen ","1927-1927",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16104",16104,"RP Ganilau ","1939-1939",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Fiji"
"16105",16105,"J Garaulet Casse ","1962-1962",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16106",16106,"FI Garayeta Elcoro ","1972-1972",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Spain"
"16107",16107,"M Garcia ","1935-1935",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Port"
"16108",16108,"VJ Garcia ","2018-2018",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Braz"
"16109",16109,"C Garcia Alcazar ","1982-1982",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16110",16110,"A Garcia Aust ","1976-1976",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Urug"
"16111",16111,"J Garcia del Moral Bezten ","1983-1983",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16112",16112,"A Garcia Gomez ","1951-1951",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16113",16113,"AL Garcia Guerrero ","1982-1982",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16114",16114,"E Garcia Hamilton ","1993-1993",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Arg"
"16115",16115,"A Garcia Planas ","1973-1973",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16116",16116,"R Garcia San Miguel ","1935-1935",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Spain"
"16117",16117,"PC Gard ","1971-1971",1,1,0,"0",0,0,0,0,0,0,0,1,50,"NZ"
"16118",16118,"AJ Gardiner ","1974-1974",1,1,0,"0",0,0,0,0,0,1,0,0,100,"NZ"
"16119",16119,"HP Gardner ","1878-1878",1,1,0,"0G",1,0,0,0,0,1,0,0,100,"Eng"
"16120",16120,"WC Gardner ","1950-1950",1,1,0,"6",0,0,2,0,0,0,1,0,0,"Aust"
"16121",16121,"F Gargiullo ","1972-1972",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Italy"
"16122",16122,"A Gari ","1977-1977",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Urug"
"16123",16123,"A Gariffullin ","2012-2012",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Kazak"
"16124",16124,"X Garmendia ","2013-2013",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16125",16125,"HWT Garnett ","1877-1877",1,1,0,"0G",0,0,0,0,0,0,1,0,0,"Eng"
"16126",16126,"R Garrigosa Sogas ","1962-1962",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16127",16127,"J Gasc ","1977-1977",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"16128",16128,"G Gauby ","1956-1956",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Fra"
"16129",16129,"P Gaudermen ","1906-1906",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"16130",16130,"K Gauntlett ","1994-1994",1,1,0,"5",1,0,0,0,0,1,0,0,100,"HK"
"16131",16131,"KA Gavin ","1909-1909",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Aust"
"16132",16132,"MN Gavins ","1961-1961",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Eng"
"16133",16133,"W Gayraud-Hirigoyen ","1920-1920",1,1,0,"3",1,0,0,0,0,1,0,0,100,"Fra"
"16134",16134,"OSJ Gebbie ","1910-1910",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Arg"
"16135",16135,"JH Geddes ","1929-1929",1,1,0,"0",0,0,0,0,0,0,1,0,0,"NZ"
"16136",16136,"WM Geddes ","1913-1913",1,1,0,"0",0,0,0,0,0,1,0,0,100,"NZ"
"16137",16137,"PMS Gedge ","1933-1933",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Scot"
"16138",16138,"PJ Geel ","1949-1949",1,1,0,"0",0,0,0,0,0,1,0,0,100,"SA"
"16139",16139,"G Gegidze ","2011-2011",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Ukr"
"16140",16140,"G Gennaro ","2017-2017",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Germ"
"16141",16141,"R Gentz ","2001-2001",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Namib"
"16142",16142,"P Georgeou ","1998-1998",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Zimb"
"16143",16143,"B Geraghty ","1993-1993",1,1,0,"0",0,0,0,0,0,0,1,0,0,"USA"
"16144",16144,"EM Geraghty ","1949-1949",1,1,0,"0",0,0,0,0,0,1,0,0,100,"SA"
"16145",16145,"D Gerard ","1999-1999",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"16146",16146,"G Geremia ","1956-1956",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Italy"
"16147",16147,"FW Gericke ","1960-1960",1,1,0,"3",1,0,0,0,0,1,0,0,100,"SA"
"16148",16148,"GI Gething ","1913-1913",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Wales"
"16149",16149,"JH Geuk ","1976-1976",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Korea"
"16150",16150,"PJ Geun ","1984-1984",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Korea"
"16151",16151,"C Gheorge ","1993-1993",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Rom"
"16152",16152,"D Gheorghe ","1982-1982",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Rom"
"16153",16153,"D Gherasim ","1959-1959",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Rom"
"16154",16154,"V Ghiata ","1951-1951",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Rom"
"16155",16155,"L Ghvaberidze ","2004-2004",1,1,0,"5",1,0,0,0,0,0,1,0,0,"Georg"
"16156",16156,"MJ Gi ","1976-1976",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Korea"
"16157",16157,"M Giacardy ","1907-1907",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Fra"
"16158",16158,"EAH Gibbs ","1903-1903",1,1,0,"0",0,0,0,0,0,0,0,1,50,"SA"
"16159",16159,"S Gibbs ","2008-2008",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Arab"
"16160",16160,"AS Gibson ","1871-1871",1,1,0,"0G",0,0,0,0,0,0,1,0,0,"Eng"
"16161",16161,"COP Gibson ","1901-1901",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Eng"
"16162",16162,"HP Gifford ","1890-1890",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Ire"
"16163",16163,"DDSVM Gil ","2019-2019",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Port"
"16164",16164,"C Gilbert ","1969-1969",1,1,0,"0",0,0,0,0,0,0,1,0,0,"HK"
"16165",16165,"CR Gilbert ","2009-2009",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Sing"
"16166",16166,"DS Gilbert-Smith ","1952-1952",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Scot"
"16167",16167,"J Gilchrist ","1925-1925",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Scot"
"16168",16168,"J Gillam ","2000-2000",1,0,1,"0",0,0,0,0,0,0,1,0,0,"USA"
"16169",16169,"CT Gillespie ","1913-1913",1,1,0,"0",0,0,0,0,0,1,0,0,100,"NZ"
"16170",16170,"WD Gillespie ","1958-1958",1,1,0,"0",0,0,0,0,0,1,0,0,100,"NZ"
"16171",16171,"CC Gillies ","1936-1936",1,1,0,"0",0,0,0,0,0,1,0,0,100,"NZ"
"16172",16172,"HR Gilmour ","1998-1998",1,1,0,"5",1,0,0,0,0,0,1,0,0,"Scot"
"16173",16173,"L Gimenez Guitard ","1970-1970",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Spain"
"16174",16174,"BE Girling ","1881-1881",1,1,0,"0G",0,0,0,0,0,0,1,0,0,"Wales"
"16175",16175,"BG Girvan ","1988-1988",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Aust"
"16176",16176,"WJ Gittings ","1967-1967",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Eng"
"16177",16177,"R Giuliani ","1951-1951",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Italy"
"16178",16178,"IC Glasgow ","1997-1997",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Scot"
"16179",16179,"G Glasscock ","1913-1913",1,1,0,"0",0,0,0,0,0,0,1,0,0,"USA"
"16180",16180,"I Glavan ","1942-1942",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Rom"
"16181",16181,"WS Glen ","1955-1955",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Scot"
"16182",16182,"BT Glennon ","1993-1993",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Ire"
"16183",16183,"RE Godfray ","1905-1905",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Eng"
"16184",16184,"KW Godwin ","2016-2016",1,1,0,"0",0,0,0,0,0,1,0,0,100,"Aust"
"16185",16185,"F Goes ","2000-2000",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Port"
"16186",16186,"B Goffin ","2014-2014",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Belg"
"16187",16187,"B Goh ","2009-2009",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Sing"
"16188",16188,"JM Goity ","2008-2008",1,1,0,"0",0,0,0,0,0,0,1,0,0,"Germ"
"16189",16189,"C Goldsmith ","1972-1972",1,1,0,"0",0,0,0,0,0,0,1,0,0,"HK"
"16190",16190,"C Gomez ","2014-2014",1,0,1,"0",0,0,0,0,0,0,1,0,0,"Phil"
"16191",16191,"N Gomez ","1997-1997",1,0,1,"0",0,0,0,0,0,1,0,0,100,"Arg"
